"","X","ID","Person","Name","Description","Year","Address","pl_latitude","pl_longitude","Material","Is_sculptor","what_did","BirthDate","DeathDate","Gender","Wiki","Pl_Period","Pl_y"
"427",427,2805527995,"Ленину В.И.","Владимир Ильич Ленин","В этом зале в ночь на 4 апреля 1917 года состоялась встреча В.И. Ленина с членами ЦК и Петроградского комитетов РСДРП (б) и активными работниками Петроградской организации большевиков","1960"," Куйбышева ул./Санкт-Петербург, д. 4 ",59.954728,30.325608,"мрамор",FALSE,"встретился",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1960
"428",428,2805528028,"Ленину В.И.","Владимир Ильич Ленин","Здесь, в бывшем манеже, 15 апреля 1917 года на митинге солдат броневого дивизиона и 1 января 1918 года на собрании сводного отряда красногвардейцев, отправлявшихся на Западный фронт, выступал Владимир Ильич Ленин","1960"," Манежная пл./Санкт-Петербург, д. 6 ",59.9364444,30.3413618,"мрамор",FALSE,"выступал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1960
"429",429,2805528038,"Ленину В.И.","Владимир Ильич Ленин","В этом зале в 1893–1895 гг. занимался Владимир Ильич Ленин","1960"," Невский пр./Санкт-Петербург, д. 37 ",59.933821,30.3356961,"мрамор",FALSE,NA,1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1960
"430",430,2805528098,"Ленину В.И.","Владимир Ильич Ленин","В этом зале 31 декабря 1917 г. (13 января 1918 г.) выступал В.И. Ленин на новогоднем вечере перед рабочими и красногвардейцами Выборгской стороны","1961"," Комсомола ул./Санкт-Петербург, д. 22 ",59.9555812,30.3518544,"мрамор",FALSE,"выступал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1961
"431",431,2805528208,"Ленину В.И.","Владимир Ильич Ленин","Здесь, в оперном зале Народного дома, 4 июня (22 мая) 1917 г. на 1-м Всероссийском съезде крестьянских депутатов выступал с речью по аграрному вопросу Владимир Ильич Ленин. Здесь же 13 марта 1919 г. Владимир Ильич Ленин выступал на многолюдном митинге с речью о международном и внутреннем положении страны","1965"," Александровский парк/Санкт-Петербург, д. 4 ",59.9551118,30.3202083,"гранит",FALSE,"выступал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1965
"432",432,2805528218,"Ленину В.И.","Владимир Ильич Ленин","3 апреля 1917 года через станцию Белоостров Владимир Ильич Ленин возвращался в Россию. Перед собравшимися представителями петроградских и сестрорецких рабочих В.И. Ленин выступил с речью","1965","Белоостров пос. ж/д ст",60.144554,30.0140855,"мрамор",FALSE,"выступал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1965
"433",433,2805528227,"Ленину В.И.","Владимир Ильич Ленин","Из этого дома Владимир Ильич Ленин руководил с 27 по 31 октября (с 9 по 13 ноября) 1917 г. разгромом контрреволюционных казачьих войск Керенского — Краснова, наступавших на Петроград. Отсюда же в ночь с 27 на 28 октября (с 9 на 10 ноября) Ленин вел переговоры по прямому проводу с Гельсингфорсом о необходимости срочной присылки в Петроград кораблей Балтийского флота и отрядов революционных войск Финляндского гарнизона","1965"," Дворцовая пл./Санкт-Петербург, д. 4 ",59.940198,30.3171829,"гранит",FALSE,"руководил",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1965
"434",434,2805528242,"Ленину В.И.","Владимир Ильич Ленин","В этой комнате с 27 по 31 октября (с 9 по 13 ноября) 1917 г. работал Владимир ИЛьич Ленин","1965"," Дворцовая пл./Санкт-Петербург, д. 4 ",59.940198,30.3171829,"мрамор",FALSE,"работал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1965
"435",435,2805528251,"Ленину В.И.","Владимир Ильич Ленин","В этой комнате 3 (16) апреля 1917 года Владимир Ильич Ленин, возвратившись из эмиграции, обратился с приветствием к представителям трудящихся Петрограда. Восторженно встреченный на привокзальной площади рабочими, солдатами и матросами В.И. Ленин в речи, произнесенной с броневика, приветствовал революционный пролетариат и солдатские массы с победой над царизмом, призвал их к борьбе за социалистическую революцию","1965"," Ленина пл./Санкт-Петербург, д. 6 ",59.9558649,30.3557193,NA,FALSE,NA,1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1965
"436",436,2805528271,"Ленину В.И.","Владимир Ильич Ленин","После июльских событий 1917 года, когда Временное буржуазное правительство установило режим кровавого террора, Владимир Ильич Ленин перешел на нелегальное положение. Более месяца он скрывался у рабочих в Петрограде и окрестностях Сестрорецка. В начале августа ЦК РСДРП (б) принял решение переправить Ленина в Финляндию. 9 августа 1917 года вечером Владимир Ильич с удостоверением на имя рабочего Сестрорецкого завода Иванова К.П. пришел на станцию Удельная. Он быстро поднялся на паровоз № 293 и, как было условлено, стал выполнять обязанности кочегара. На пограничной станции Белоостров, чтобы избежать проверки документов, машинист Г.Э. Ялава отвел паровоз к колонке набирать воду и прицепил его к составу перед самым отправлением. Через несколько минут граница была позади. На этом же паровозе 7 октября 1917 года Владимир Ильич Ленин нелегально возвратился в Петроград, чтобы возглавить подготовку к вооруженному восстанию. В 1957 году правительство Финляндии передало исторический паровоз № 293 в дар Советскому Союзу","1965"," Ленина пл./Санкт-Петербург, д. 6 ",59.9558649,30.3557193,"гранит",FALSE,"работал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1965
"437",437,2805528312,"Ленину В.И.","Владимир Ильич Ленин","В этом доме, в квартире М.Л. Сулимовой, 5–6 июля 1917 года В.И. Ленин скрывался от преследования Временного правительства","1967"," Карповки р. наб./Санкт-Петербург, д. 25 ",59.9702528,30.3090334,"гранит",FALSE,"скрывался",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1967
"438",438,2805528322,"Ленину В.И.","Владимир Ильич Ленин","14 (27 мая) 1917 года в этом зале Владимир Ильич Ленин прочитал публичную лекцию “Война и революция”","1967"," Лейтенанта Шмидта наб./Санкт-Петербург, д. 17 ",59.935258,30.280413,"мрамор",FALSE,"преподавал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1967
"439",439,2805528332,"Ленину В.И.","Владимир Ильич Ленин","Здесь, на площади, 3 (16) апреля 1917 года рабочие Петрограда, солдаты и матросы восторженно встречали возвратившегося из эмиграции В.И. Ленина. Владимир Ильич с броневика приветствовал революционный пролетариат и революционную армию с победой над царизмом и призывал их к борьбе за социалистическую революцию","1967"," Ленина пл./Санкт-Петербург, д. 6 ",59.9558649,30.3557193,"мрамор",FALSE,"встретился",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1967
"440",440,2805528351,"Ленину В.И.","Владимир Ильич Ленин","Здесь, в бывшем актовом зале Института Гражданских Инженеров, 13 января 1918 года на заседании левого крыла Всероссийского Чрезвычайного съезда железнодорожников выступил В.И. Ленин с докладом о работе Совета Народных Комиссаров и о текущем моменте","1967"," Московский пр./Санкт-Петербург, д. 29 ",59.91483,30.3177159,"мрамор",FALSE,"выступал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1967
"441",441,2805528360,"Ленину В.И.","Владимир Ильич Ленин","В этом зале 17 мая 1917 года Владимир Ильич Ленин выступал на митинге рабочих завода “Айваз” и студентов Политехнического института с речью о текущем моменте и задачах пролетариата","1967"," Политехническая ул./Санкт-Петербург, д. 29 ",60.0077249,30.3732928,"мрамор",FALSE,"работал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1967
"442",442,2805528373,"Ленину В.И.","Владимир Ильич Ленин","В этом доме в 1917 году находился Выборгский райком большевистской партии, руководивший революционной борьбой рабочих Выборгской стороны. Здесь неоднократно бывал В.И. Ленин","1967"," Б. Сампсониевский пр./Санкт-Петербург, д. 56 ",59.9727646,30.3396642,"гранит",TRUE,"бывал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1967
"443",443,2805528415,"Ленину В.И.","Владимир Ильич Ленин","Великий вождь трудящихся всего мира В.И. Ленин 7 июня 1923 года общим собранием слушателей, рабочих и служащих избран почетным слушателем нашего училища. Апрель, 1969. ВВМИОЛУ им. Ф.Э. Дзержинского","1969"," Адмиралтейский проезд/Санкт-Петербург, д. 2 ",59.938215,30.3092039,"мрамор",FALSE,NA,1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1969
"444",444,2805528435,"Ленину В.И.","Владимир Ильич Ленин","В этом доме, в комнате сестер Невзоровых, в ноябре 1893 года В.И. Ленин выступал с докладом на собрании петербургских марксистов. С этого времени Ленин становится руководителем социал-демократического движения в России","1970"," 7-я линия В.О./Санкт-Петербург, д. 74 ",59.947458,30.273119,"гранит",FALSE,"выступал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1970
"445",445,2805528450,"Ленину В.И.","Владимир Ильич Ленин","В этом доме, в квартире Г.М. Кржижановского, в 1895 году под руководством В.И. Ленина проходили нелегальные собрания петербургских социал-демократов","1970"," Коломенская ул./Санкт-Петербург, д. 7 ",59.925618,30.353843,"гранит",FALSE,NA,1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1970
"446",446,2805527385,"Ленину В.И.","Владимир Ильич Ленин","Сооружена в память выступления на митинге рабочих Обуховского завода Великаго вождя мирового пролетариата Владимира Ильича Ленина в мае 1917 года. Вождю рабочих — рабочие зав. “Большевик” 23 апреля 1924 г.","1924"," Обуховской Обороны пр./Санкт-Петербург, д. 120 ",59.854462,30.4811287,"мрамор",FALSE,"создал",1870-04-22,1924-01-21,"мужской пол","Q1394","2. Early soviet",1924
"447",447,2805527421,"Ленину В.И.","Владимир Ильич Ленин","Везде, всегда безраздельно с нами Ленин. Пролетарии всех стран, соединяйтесь! 1917–1927","1927","Обводного канала наб., 223–225.",59.9099326,30.2720501,NA,FALSE,NA,1870-04-22,1924-01-21,"мужской пол","Q1394","2. Early soviet",1927
"448",448,2805527436,"Ленину В.И.","Владимир Ильич Ленин","1917. В стенах “Ямы” кипела революционная мысль рабочих Невской заставы. Здесь услышали они слово своего вождя Ленина. 1930.","1930"," Седова ул./Санкт-Петербург, д. 45 ",59.8860352,30.4229403,"мрамор",FALSE,NA,1870-04-22,1924-01-21,"мужской пол","Q1394","3. Stalin time",1930
"449",449,2805527457,"Ленину В.И.","Владимир Ильич Ленин","Общее собрание слушателей и командного состава Военно-морского училища 2 декабря 1922 года избрало первым почетным слушателем нашего училища вождя мирового пролетариата Владимира Ильича Ленина","1930-е"," Лейтенанта Шмидта наб./Санкт-Петербург, д. 17 ",59.935258,30.280413,"мрамор",FALSE,NA,1870-04-22,1924-01-21,"мужской пол","Q1394","3. Stalin time",1930
"450",450,2805527499,"Ленину В.И.","Владимир Ильич Ленин","Здесь, в помещении б. курсов П.Ф. Лесгафта, в период 1905–1907 годов неоднократно выступал и проводил занятия марксистского кружка Владимир Ильич Ленин.В 1917 году в этом же доме под председательством В.И. Ленина проходило одно из заседаний VII (Апрельской) Всероссийской конференции РСДРП (большевиков)","1940-е"," Английский пр./Санкт-Петербург, д. 32 ",59.9228454,30.285532,"гранит",FALSE,"преподавал",1870-04-22,1924-01-21,"мужской пол","Q1394","3. Stalin time",1940
"451",451,2805527582,"Ленину В.И.","Владимир Ильич Ленин","В этом доме, скрываясь от Временного правительства, с 10 (23) августа 1917 г. несколько дней жил и работал Владимир Ильич Ленин","1956"," Ильичево пос. ",60.2682097,29.7539118,"мрамор",FALSE,"жил и работал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1956
"452",452,2805527594,"Ленину В.И.","Владимир Ильич Ленин","Здесь, на чердаке сарая, скрываясь от преследования контрреволюционного Временного правительства, с 10 (23) июля 1917 года несколько дней жил и работал Владимир Ильич Ленин","1956","Сестрорецк, пос. Разлив, ул. Емельянова, д. 3.",60.079744,29.9766034,"мрамор",FALSE,"жил и работал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1956
"453",453,2805527707,"Ленину В.И.","Владимир Ильич Ленин","Здесь на митинге рабочих в июне 1917 года выступал В.И. Ленин с докладом о международном положении и задачах русской революции","1957"," Московский пр./Санкт-Петербург, д. 115 ",59.888323,30.318658,"мрамор",TRUE,"выступал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1957
"454",454,2805527718,"Ленину В.И.","Владимир Ильич Ленин","В ночь с 28 на 29 октября (с 10 на 11 ноября по новому стилю) 1917 года Владимир Ильич Ленин приехал на завод, чтобы лично проверить выполнение задания путиловскими рабочими, данного им утром 28 октября (10 ноября по новому стилю) о срочном изготовлении боевого оружия для фронта","1957"," Стачек пр./Санкт-Петербург, д. 47 ",59.8808948,30.2607868,"мрамор",FALSE,"работал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1957
"455",455,2805527729,"Ленину В.И.","Владимир Ильич Ленин","В декабре 1894 года на Кировский завод (бывш. Путиловский) приезжал Владимир Ильич Ленин с целью ознакомления с жизнью и работой трудящихся крупнейшего предприятия страны. 12 (25 по новому стилю) мая 1917 года Владимир Ильич Ленин выступал на 20-тысячном митинге рабочих Путиловского завода и Путиловской судоверфи с докладом по текущему моменту","1957"," Стачек пр./Санкт-Петербург, д. 47 ",59.8808948,30.2607868,"мрамор",FALSE,"работал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1957
"456",456,2805527743,"Ленину В.И.","Владимир Ильич Ленин","25 (12) мая 1917 года здесь, на многотысячном митинге рабочих и работниц бывшего Путиловского (ныне Кировского) завода, выступил с речью о задачах пролетариата и революции величайший гений человечества, вождь мирового пролетариата Владимир Ильич Ленин. В дни обороны Петрограда от белогвардейских банд Краснова—Керенского в ночь с 28 на 29 октября (с 10 на 11 ноября) 1917 г. Владимир Ильич Ленин посетил Путиловский завод","1957"," Стачек пр./Санкт-Петербург, д. 47 ",59.8808948,30.2607868,"бронза",FALSE,"работал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1957
"457",457,2805527754,"Ленину В.И.","Владимир Ильич Ленин","Здесь 25 (12) мая 1917 г. выступал на митинге петроградских рабочих Владимир Ильич Ленин","1957"," Фонтанки р. наб./Санкт-Петербург, д. 203 ",59.9185937,30.2741914,"мрамор",FALSE,"выступал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1957
"458",458,2805527764,"Ленину В.И.","Владимир Ильич Ленин","В этом доме в феврале 1897 г. у своей матери М.А. Ульяновой останавливался Владимир Ильич Ленин перед ссылкой в село Шушенское","1957"," Чайковского ул./Санкт-Петербург, д. 13 ",59.9464094,30.3463306,"гранит",FALSE,"остановился",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1957
"459",459,2805527903,"Ленину В.И.","Владимир Ильич Ленин","В этом доме после июльских событий с 7 (20) по 9 (22) июля 1917 г. скрывался от преследования контрреволюционного буржуазного Временного правительства Владимир Ильич Ленин","1958"," 10-я Советская ул./Санкт-Петербург, д. 17, лит. А ",59.936143,30.3814141,"гранит",TRUE,"скрывался",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1958
"460",460,2805527915,"Ленину В.И.","Владимир Ильич Ленин","Здесь, в квартире Д.В. Стасова, в 1917 году неоднократно бывал Владимир Ильич Ленин","1959"," Фурштатская ул./Санкт-Петербург, д. 20 ",59.9454579,30.3542454,"мрамор",TRUE,"бывал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1959
"461",461,2805528006,"Ленину В.И.","Владимир Ильич Ленин","В этом доме с 4 (17) апреля по 5 (18) июля 1917 года жил вождь международного пролетариата, создатель большевистской партии и первого в мире Советского социалистического государства Владимир Ильич Ленин","1960"," Ленина ул./Санкт-Петербург, д. 52 ",59.9656835,30.2949623,"мрамор",TRUE,"жил",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1960
"462",462,2805528048,"Ленину В.И.","Владимир Ильич Ленин","Здесь, в комнате рабочего Обуховского завода В.А. Шелгунова, в 1894–1895 гг. В.И. Ленин проводил занятия в марксистском кружке и собрания передовых рабочих Петербурга","1960","Новоалександровская ул./Санкт-Петербург, д. 23",59.865712,30.460057,"гранит",FALSE,"работал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1960
"463",463,2805528058,"Ленину В.И.","Владимир Ильич Ленин","В этом доме накануне Октябрьской социалистической революции с 7 (20) октября по 24 октября (6 ноября) 1917 года скрывался от преследования контрреволюционного буржуазного Временного правительства Владимир Ильич Ленин. Отсюда он руководил подготовкой вооруженного восстания","1960"," Сердобольская ул./Санкт-Петербург, д. 1/92 ",59.9948888,30.3290548,"гранит",FALSE,"руководил",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1960
"464",464,2805528068,"Ленину В.И.","Владимир Ильич Ленин","В этой комнате Смольного с середины ноября 1917 года по 10 марта 1918 года жил В.И. Ленин","1960","Санкт–Петербург, Полюстровский пр.59",59.972431,30.381991,NA,FALSE,"жил",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1960
"465",465,2805528076,"Ленину В.И.","Владимир Ильич Ленин","В этой комнате после образования Советского правительства на Втором Всероссийском съезде Советов был первый кабинет Председателя Совета Народных Комиссаров Владимира Ильича Ленина. Здесь В.И. Ленин подписал первые декреты и распоряжения Советского правительства, проводил заседания Совнаркома, встречался с рабочими, крестьянами, солдатами, делегатами Второго Всероссийского съезда Советов","1960","Санкт–Петербург, Полюстровский пр.59",59.972431,30.381991,"мрамор",FALSE,"работал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1960
"466",466,2805528085,"Ленину В.И.","Владимир Ильич Ленин","Здесь, в Актовом зале Дворца Труда, в марте 1919 года В.И. Ленин принял участие в работе Первого съезда сельскохозяйственных рабочих Петроградской губернии и выступал с речью об организации профессионального союза сельскохозяйственных рабочих","1960"," Труда пл./Санкт-Петербург, д. 4 ",59.93241,30.2928269,"мрамор",TRUE,"выступал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1960
"467",467,2805528110,"Ленину В.И.","Владимир Ильич Ленин","Здесь, в Актовом зале Дворца Труда, в марте 1919 г. В.И. Ленин принял участие в работе Первого съезда сельскохозяйственных рабочих Петроградской губернии и выступал с речью об организации профессионального союза сельскохозяйственных рабочих","1963"," Труда пл./Санкт-Петербург, д. 4 ",59.93241,30.2928269,"мрамор",FALSE,"выступал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1963
"468",468,2805528123,"Ленину В.И.","Владимир Ильич Ленин","В этом доме с 31 августа до начала октября 1893 года жил Владимир Ильич Ленин. С этого времени началась его деятельность в Петербурге по созданию революционной марксистской партии России","1963"," Чайковского ул./Санкт-Петербург, д. 58 ",59.9465945,30.3659465,"гранит",FALSE,"основал",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1963
"469",469,2805528192,"Ленину В.И.","Владимир Ильич Ленин","Здесь, у озера Разлив, в июле-августе 1917 года Владимир Ильич Ленин скрывался от преследования контрреволюционного буржуазного Временного правительства. Отсюда В.И. Ленин руководил большевистской партией, готовил ее к вооруженному восстанию","1964","Сестрорецк, пос. Тарховка, Дорога к Шалашу Ленина, д. 3, литер А",60.0816329,30.0312168,"металл",FALSE,"руководил",1870-04-22,1924-01-21,"мужской пол","Q1394","4. Ottepel",1964
"470",470,2805528282,"Ленину В.И.","Владимир Ильич Ленин","В этом доме 9 (22) мая 1906 г. В.И. Ленин выступил на народном митинге с речью о тактике РСДРП по отношению к Государственной думе. Собрание приняло резолюцию, предложенную В.И. Лениным","1965"," Тамбовская ул./Санкт-Петербург, д. 63/10 ",59.9093005,30.3515104,"гранит",FALSE,"выступал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1965
"471",471,2805528292,"Ленину В.И.","Владимир Ильич Ленин","В этом доме, в квартире № 9, в ночь с 25 на 26 октября (7–8 ноября) 1917 г. В.И. Ленин написал Декрет о земле, который был принят Вторым Всероссийским Съездом Советов","1965"," Херсонская ул./Санкт-Петербург, д. 5 ",59.9296185,30.3768869,"гранит",FALSE,NA,1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1965
"472",472,2805528302,"Ленину В.И.","Владимир Ильич Ленин","В этом доме, в квартире М.И. Калинина, в октябре 1917 г. В.И. Ленин проводил партийные совещания о подготовке вооруженного восстания","1965"," Энгельса пр./Санкт-Петербург, д. 92 ",60.023698,30.318504,"гранит",FALSE,"участвовал в совещании",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1965
"473",473,2805528393,"Ленину В.И.","Владимир Ильич Ленин","В этом доме, в квартире рабочего Д.И. Павлова, в октябре 1917 года состоялась встреча В.И. Ленина с работниками Военной организации при ЦК РСДРП (б) Н.И. Подвойским, В.А. Антоновым (Овсеенко) и В.И. Невским. Обсуждались вопросы готовности к вооруженному восстанию","1967"," Сердобольская ул./Санкт-Петербург, д. 35 ",59.989681,30.3168079,"мрамор",FALSE,"встретился",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1967
"474",474,2805528424,"Ленину В.И.","Владимир Ильич Ленин","В этом доме, в бывшем рабочем клубе, в июне 1906 года выступал В.И. Ленин на собрании социал-демократической организации Балтийского завода","1969"," Большой пр. В. О./Санкт-Петербург, д. 82 ",59.9299689,30.2523573,"гранит",FALSE,"работал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1969
"475",475,2805528504,"Ленину В.И.","Владимир Ильич Ленин","Улица Ленина. На этой улице в доме 52/9 с 4 (17) апреля по 5 (18) июля 1917 года жил и работал Владимир Ильич Ленин, основатель большевистской партии, вождь Великого Октября, создатель первого в мире социалистического государства","1970"," Ленина ул./Санкт-Петербург, д. 1/31 ",59.9583029,30.3113017,"гранит",TRUE,"жил и работал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1970
"476",476,2805528618,"Ленину В.И.","Владимир Ильич Ленин","В этом здании на съезде крестьянских депутатов В.И. Ленин выступил 14 ноября 1917 года с речью по аграрному вопросу. 18 ноября — о мерах, принятых Советским правительством против Ставки Верховного главнокомандующего, отказавшегося вести переговоры о мире. Съезд поддержал мероприятия Советского правительства","1970"," Фонтанки р. наб./Санкт-Петербург, д. 6 ",59.9458385,30.3383647,"гранит",FALSE,"выступал",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1970
"477",477,2805528629,"Ленину В.И.","Владимир Ильич Ленин","В этом доме 9 августа 1917 г. находился В.И. Ленин, скрываясь от преследований Временного правительства","1970"," Ярославский пр./Санкт-Петербург, д. 11 ",60.0104301,30.3226052,"гранит",FALSE,"скрывался",1870-04-22,1924-01-21,"мужской пол","Q1394","5. Zastoi",1970
"478",478,2805528773,"Ленину В.И.","Владимир Ильич Ленин","В мае 1917 года Владимир Ильич Ленин встретился с Л.Б. Красиным и осмотрел электростанцию, помещавшуюся в этом здании","1989"," Малая ул./Пушкин г., д. 9 ",59.7196159,30.3995576,"гранит",FALSE,"встретился",1870-04-22,1924-01-21,"мужской пол","Q1394","6. Perestroika",1989
"479",479,2805528795,"Ленину В.И.","Владимир Ильич Ленин","В этом доме, в квартире члена ЦК РСДРП П.П. Румянцева, в ноябре 1905 года в течение двух недель нелегально жил и работал В.И. Ленин","1990"," 10-я Советская ул./Санкт-Петербург, д. 1/41 ",59.9373483,30.3779609,"гранит",FALSE,"жил и работал",1870-04-22,1924-01-21,"мужской пол","Q1394","6. Perestroika",1990
"480",480,2805528962,"Леонову А.П.","Леонид Александрович Полонский","А.П. Леонов род. в 1888 г. в с. Казимки, Тульской губ. С 17 лет начинает революционную деятельность в Москве в Миусском трампарке. В 1905 г. за революцион. деятельность высылается из Москвы. В 1915 г. тов. Леонов — член бюро Петербургского Комитета РСДРП (б), активно ведет революционную работу по всем трампаркам г. Петрограда. После Февральской революции — первый председатель Рабочего Комитета и организатор кол-ва В.О. трампарка. В 1918 г. участвовал на Южном фронте. В 1919 г. — особый уполномоч. комитета обороны г. Петрограда, участвовал в боях. 22 июня 1919 г. при отражении атаки юденических банд пал смертью храбрых","1929"," Средний пр./Санкт-Петербург, д. 77 ",59.9386274,30.2615134,"мрамор",FALSE,"руководил",1833-01-01,1913-01-01,"мужской пол","Q4370651","3. Stalin time",1929
"481",481,2805552935,"Лермонтову М.Ю.",NA,"Здесь, в лейб-гвардии гусарском полку, с 1834 по 1837 гг. и с 1838 по 1840 гг. служил великий русский поэт Михаил Юрьевич Лермонтов","1991"," Кадетский бульв./Пушкин г., д. 1 ",59.709289,30.4022231,"гранит",FALSE,"жил",NA,NA,NA,NA,"6. Perestroika",1991
"482",482,2805552916,"Лермонтову М.Ю.",NA,"В этом доме жил Михаил Юрьевич Лермонтов в 1836–1837 гг. Здесь им написано стихотворение “Смерть поэта”","1962"," Садовая ул./Санкт-Петербург, д. 61 ",59.9225,30.30641,"гранит",TRUE,"жил",NA,NA,NA,NA,"4. Ottepel",1962
"483",483,2805545914,"Лесгафту П.Ф.","Лесгафт, Пётр Францевич","В этом доме работал выдающийся русский педагог и общественный деятель, создатель научной системы физического воспитания Петр Францевич Лесгафт (1837–1909)","1967"," Английский пр./Санкт-Петербург, д. 32 ",59.9228454,30.285532,"мрамор",FALSE,"работал",1837-09-20,1909-12-11,"мужской пол","Q2626402","5. Zastoi",1967
"484",484,2805552946,"Лескову Н.С.","Николай Семёнович Лесков","В этом доме с 1889 по 1895 год жил и работал выдающийся русский писатель Николай Семенович Лесков","1981"," Фурштатская ул./Санкт-Петербург, д. 50 ",59.945365,30.3641104,"гранит",FALSE,"жил и работал",1831-02-16,1895-03-05,"мужской пол","Q209004","5. Zastoi",1981
"485",485,2805552966,"Лидвалю Ф.И.","Лидваль, Фёдор Иванович","Академик архитектуры Федор Иванович Лидваль, мастер эпохи модерна, в 1904–1918 годах жил и работал в этом доме, построенном по его проекту","1995"," Каменноостровский пр./Санкт-Петербург, д. 1/3 ",59.9568069,30.3212638,"гранит",FALSE,"жил и работал",1870-06-01,1945-03-14,"мужской пол","Q2363876","7. Federation",1995
"486",486,2805545945,"Линнику В.П.","Линник, Владимир Павлович","Здесь с 1926 по 1984 год работал академик Владимир Павлович Линник, выдающийся советский физик, Герой Социалистического Труда","1989"," Биржевая линия/Санкт-Петербург, д. 14 ",59.9444218,30.2951674,"мрамор",FALSE,"работал",1889-07-06,1984-07-09,"мужской пол","Q4262286","6. Perestroika",1989
"487",487,2805552988,"Листу  Ф.",NA,"В этом здании в 1842–1843 гг. неоднократно выступал великий венгерский композитор и пианист Ференц Лист. Мемориальная доска открыта в октябре 1986 г. по случаю 175-летия со дня рождения композитора","1986"," Михайловская ул./Санкт-Петербург, д. 2 ",59.936011,30.331729,"бронза",FALSE,"выступал",NA,NA,NA,NA,"6. Perestroika",1986
"488",488,2805525140,"Лихардову С.М.","Лихардов, Сергей Михайлович","В этом доме жили начальники Петергофского Дворцового управления, управляющие городом:Лихардов С.М. 1847–1857,Бларамберг И.И. 1857–1859,Евреинов М.Г. 1859–1871,Баумгартен П.П. 1871–1881,Арапов К.У. 1881–1885,Сперанский С.И. 1885–1891,Плешко Д.С. 1891–1906,Лермонтов М.А. 1906–1917","1997"," Самсониевская ул./Петергоф г., д. 3 ",59.8797209,29.9058457,"мрамор",FALSE,"жил",1791-01-01,1857-08-23,"мужской пол","Q4264105","7. Federation",1997
"489",489,2805545966,"Лихачеву Д.С ",NA,"Почетные доктора Университета: 1993 г. Дмитрий Лихачев, академик Российской Академии наук, Джон Кингман, доктор Бристольского Университета; 1994 г. Михаил Аникушин, академик Российской Академии художеств, Дональд Росс, президент Линнского Университета","1997","Фучика ул./Санкт-Петербург, д. 15",59.87929,30.377449,NA,FALSE,NA,NA,NA,NA,NA,"7. Federation",1997
