"","human","humanLabel","genderLabel","birthdate","deathdate"
"7569","Q4181758","Журавлёв, Борис Николаевич","мужской пол","1910-07-25T00:00:00Z","1971-01-01T00:00:00Z"
"7570","Q4181616","Жулёв, Гавриил Николаевич","мужской пол","1836-07-05T00:00:00Z","1878-07-12T00:00:00Z"
"7571","Q4181594","Жулева, Екатерина Николаевна","женский пол","1830-09-11T00:00:00Z","1905-01-01T00:00:00Z"
"7572","Q4181542","Юлий Галактионович Жуковский","мужской пол","1833-05-16T00:00:00Z","1907-12-10T00:00:00Z"
"7573","Q4181540","Жуковский, Рудольф Казимирович","мужской пол","1814-01-01T00:00:00Z","1886-11-18T00:00:00Z"
"7574","Q4181539","Жуковский, Степан Степанович","мужской пол","1788-01-01T00:00:00Z","1864-04-28T00:00:00Z"
"7575","Q4181537","Степан Михайлович Жуковский","мужской пол","1818-01-01T00:00:00Z","1877-01-01T00:00:00Z"
"7576","Q4181532","Жуковский, Пётр Владимирович","мужской пол","1824-06-08T00:00:00Z","1896-02-11T00:00:00Z"
"7577","Q4181526","Жуковский, Николай Васильевич","мужской пол","1794-01-01T00:00:00Z","1852-03-27T00:00:00Z"
"7578","Q4181515","Жуковский, Григорий Васильевич","мужской пол","1800-01-01T00:00:00Z","1880-02-15T00:00:00Z"
"7579","Q4181509","Валентин Алексеевич Жуковский","мужской пол","1858-05-06T00:00:00Z","1918-01-17T00:00:00Z"
"7580","Q4181505","Борис Елисеевич Жуковский","мужской пол","1900-05-27T00:00:00Z","1963-05-30T00:00:00Z"
"7581","Q4181445","Платон Николаевич Жукович","мужской пол","1857-10-08T00:00:00Z","1919-12-13T00:00:00Z"
"7582","Q4181435","Жукова, Елена Павловна","женский пол","1906-06-05T00:00:00Z","1991-10-31T00:00:00Z"
"7583","Q4181396","Жуков, Пётр Фёдорович","мужской пол","1736-01-01T00:00:00Z","1782-01-01T00:00:00Z"
"7584","Q4181277","Ногмов, Шора","мужской пол","1794-10-05T00:00:00Z","1844-06-10T00:00:00Z"
"7585","Q4181158","Жохов, Алексей Николаевич","мужской пол","1885-03-22T00:00:00Z","1915-03-14T00:00:00Z"
"7586","Q4181076","Жонголович, Иван Данилович","мужской пол","1892-02-08T00:00:00Z","1981-09-29T00:00:00Z"
"7587","Q4180980","Никольский, Борис Петрович","мужской пол","1900-10-14T00:00:00Z","1990-01-04T00:00:00Z"
"7588","Q4180753","Степан Петрович Жихарев","мужской пол","1787-03-01T00:00:00Z","1860-09-24T00:00:00Z"
"7589","Q4180666","Житков, Михаил Андреевич","мужской пол","1802-09-03T00:00:00Z","1869-04-29T00:00:00Z"
"7590","Q4180661","Житкова, Наталия Владимировна","женский пол","1978-12-25T00:00:00Z",""
"7591","Q4180502","Франц Фальдерманн","мужской пол","1799-02-28T00:00:00Z","1838-11-30T00:00:00Z"
"7592","Q4180448","Жильцов, Василий Маркович","мужской пол","1909-11-29T00:00:00Z","1976-12-16T00:00:00Z"
"7593","Q4180401","Жилкин, Роман Анатольевич","мужской пол","1968-10-03T00:00:00Z",""
"7594","Q4180308","Жилин, Виктор Павлович","мужской пол","1946-01-01T00:00:00Z","1986-01-01T00:00:00Z"
"7595","Q4180018","Жигилий, Людмила Васильевна","женский пол","1954-01-02T00:00:00Z",""
"7596","Q4179974","Жигалин, Владимир Фёдорович","мужской пол","1907-03-03T00:00:00Z","1990-11-03T00:00:00Z"
"7597","Q4179949","Животовский, Николай Петрович","мужской пол","1846-01-01T00:00:00Z","1888-07-12T00:00:00Z"
"7598","Q4179892","Живолуп, Михаил Андреевич","мужской пол","1909-07-22T00:00:00Z","1991-06-11T00:00:00Z"
"7599","Q41798887","Лидия Михайловна Леонтьева","женский пол","1939-07-30T00:00:00Z","1996-01-01T00:00:00Z"
"7600","Q4179800","Живаго, Семён Афанасьевич","мужской пол","1807-01-01T00:00:00Z","1863-03-27T00:00:00Z"
"7601","Q4179792","Жибер, Эрнест Иванович","мужской пол","1823-12-25T00:00:00Z","1909-02-04T00:00:00Z"
"7602","Q41796214","Огнев, Фёдор Владимирович","мужской пол","1866-01-01T00:00:00Z","1922-01-01T00:00:00Z"
"7603","Q4179610","Ольга Александровна Жеребцова","женский пол","1765-01-01T00:00:00Z","1849-03-01T00:00:00Z"
"7604","Q4179599","Жеребцов, Николай Арсентьевич","мужской пол","1807-06-21T00:00:00Z","1868-01-01T00:00:00Z"
"7605","Q4179589","Жеребцов, Алексей Алексеевич","мужской пол","1758-04-08T00:00:00Z","1820-01-04T00:00:00Z"
"7606","Q4179532","Жерве, Константин Карлович","мужской пол","1803-02-02T00:00:00Z","1877-06-20T00:00:00Z"
"7607","Q4179531","Жерве, Карл Леонтьевич","мужской пол","1787-03-23T00:00:00Z","1852-02-18T00:00:00Z"
"7608","Q4179314","Владимир Михайлович Жемчужников","мужской пол","1830-04-23T00:00:00Z","1884-11-06T00:00:00Z"
"7609","Q4179310","Михаил Николаевич Жемчужников","мужской пол","1788-11-20T00:00:00Z","1865-09-15T00:00:00Z"
"7610","Q4179242","Желязевич, Рудольф Андреевич","мужской пол","1810-01-01T00:00:00Z","1874-01-01T00:00:00Z"
"7611","Q4179178","Желтухин, Владимир Петрович","мужской пол","1798-01-23T00:00:00Z","1878-02-15T00:00:00Z"
"7612","Q4179118","Желобовский, Александр Алексеевич","мужской пол","1834-09-09T00:00:00Z","1910-05-12T00:00:00Z"
"7613","Q4179057","Железняк, Сергей Владимирович","мужской пол","1970-07-30T00:00:00Z",""
"7614","Q4178783","Железнов, Михаил Петрович","мужской пол","1912-09-28T00:00:00Z","1978-08-13T00:00:00Z"
"7615","Q4178615","Жеденов, Владимир Николаевич","мужской пол","1908-01-01T00:00:00Z","1962-01-01T00:00:00Z"
"7616","Q4178479","Жданов, Иван Николаевич","мужской пол","1846-07-04T00:00:00Z","1901-07-24T00:00:00Z"
"7617","Q4178463","Василий Александрович Жданов","мужской пол","1845-01-01T00:00:00Z","1910-06-13T00:00:00Z"
"7618","Q4178457","Александр Павлович Жданов","мужской пол","1904-08-01T00:00:00Z","1969-04-12T00:00:00Z"
"7619","Q4178444","Жданко, Михаил Ефимович","мужской пол","1855-11-16T00:00:00Z","1921-11-16T00:00:00Z"
"7620","Q4178277","Жарновецкий, Константин Сигизмундович","мужской пол","1881-01-01T00:00:00Z","1942-01-01T00:00:00Z"
"7621","Q4178103","Николай Павлович Жандр","мужской пол","1818-04-12T00:00:00Z","1895-12-17T00:00:00Z"
"7622","Q4178102","Андрей Андреевич Жандр","мужской пол","1789-02-20T00:00:00Z","1873-01-31T00:00:00Z"
"7623","Q4178100","Александр Павлович Жандр","мужской пол","1825-08-26T00:00:00Z","1895-10-16T00:00:00Z"
"7624","Q4178099","Жандр, Александр Андреевич","мужской пол","1856-01-19T00:00:00Z","1920-01-01T00:00:00Z"
"7625","Q4178092","Кирилл Валерьевич Жандаров","мужской пол","1983-03-29T00:00:00Z",""
"7626","Q4177849","Павел Валерианович Жадовский","мужской пол","1825-06-25T00:00:00Z","1891-08-05T00:00:00Z"
"7627","Q4177670","Жаба, Альфонс Константинович","мужской пол","1878-08-16T00:00:00Z","1942-01-01T00:00:00Z"
"7628","Q4177521","Ефремов, Степан Данилович","мужской пол","","1774-01-01T00:00:00Z"
"7629","Q4177517","Ефремов, Пётр Александрович","мужской пол","1830-11-14T00:00:00Z","1908-01-08T00:00:00Z"
"7630","Q4177506","Ефремов, Иван Семёнович","мужской пол","1898-06-25T00:00:00Z","1959-06-11T00:00:00Z"
"7631","Q4177493","Ефремов, Дмитрий Васильевич","мужской пол","1900-11-02T00:00:00Z","1960-11-27T00:00:00Z"
"7632","Q4177480","Валерий Анатольевич Ефремов","мужской пол","1974-09-01T00:00:00Z",""
"7633","Q4177475","Ефремов, Алексей Григорьевич","мужской пол","","1864-05-16T00:00:00Z"
"7634","Q4177464","Ефременкова, Мария Владимировна","женский пол","1980-08-02T00:00:00Z",""
"7635","Q4177402","Ефимова, Ольга Александровна","женский пол","1934-01-10T00:00:00Z","1994-05-30T00:00:00Z"
"7636","Q4177401","Ефимова, Екатерина Матвеевна","женский пол","1910-05-06T00:00:00Z","1997-09-14T00:00:00Z"
"7637","Q4177388","Николай Ефимович Ефимов","мужской пол","1799-04-24T00:00:00Z","1851-09-11T00:00:00Z"
"7638","Q4177362","Ефимов, Василий Владимирович","мужской пол","1857-10-23T00:00:00Z","1902-12-16T00:00:00Z"
"7639","Q4177352","Ефименко, Татьяна Петровна","женский пол","1890-01-01T00:00:00Z","1918-12-18T00:00:00Z"
"7640","Q4177351","Ефимов, Александр Алексеевич","мужской пол","1905-10-05T00:00:00Z","1964-12-03T00:00:00Z"
"7641","Q4177348","Ефименко, Пётр Саввич","мужской пол","1835-09-02T00:00:00Z","1908-05-20T00:00:00Z"
"7642","Q4177047","Есаулов, Максим Александрович","мужской пол","1968-06-09T00:00:00Z",""
"7643","Q4177021","Ерёмкин, Григорий Захарович","мужской пол","1912-03-01T00:00:00Z","1990-03-01T00:00:00Z"
"7644","Q4177004","Ерёмин, Игорь Петрович","мужской пол","1904-04-18T00:00:00Z","1963-09-17T00:00:00Z"
"7645","Q4176998","Ерёмин, Дмитрий Фёдорович","мужской пол","1915-10-30T00:00:00Z","1972-11-25T00:00:00Z"
"7646","Q4176996","Ерёмин, Алексей Григорьевич","мужской пол","1919-03-17T00:00:00Z","1998-06-12T00:00:00Z"
"7647","Q4176895","Ершов, Пётр Иванович","мужской пол","1800-01-01T00:00:00Z","1811-01-01T00:00:00Z"
"7648","Q4176892","Иван Васильевич Ершов","мужской пол","1867-11-20T00:00:00Z","1943-11-21T00:00:00Z"
"7649","Q4176873","Ершов, Василий Артемьевич","мужской пол","1781-01-01T00:00:00Z","1860-01-01T00:00:00Z"
"7650","Q41768712","Фрей, Иоганн","мужской пол","1867-02-07T00:00:00Z","1914-10-22T00:00:00Z"
"7651","Q4176784","Ерошенко, Василий Николаевич","мужской пол","1907-12-31T00:00:00Z","1972-05-06T00:00:00Z"
"7652","Q4176722","Ерофеев, Алексей Дмитриевич","мужской пол","1958-04-14T00:00:00Z",""
"7653","Q4176706","Еропкин, Дмитрий Иванович","мужской пол","1908-08-29T00:00:00Z","1938-01-20T00:00:00Z"
"7654","Q4176649","Алексей Сергеевич Ермолов","мужской пол","1847-11-24T00:00:00Z","1917-01-17T00:00:00Z"
"7655","Q4176608","Ермолин, Владимир Николаевич","мужской пол","1954-12-07T00:00:00Z",""
"7656","Q4176582","Ермолаев, Михаил Михайлович","мужской пол","1905-12-29T00:00:00Z","1991-11-24T00:00:00Z"
"7657","Q4176541","Ермилов, Николай Евграфович","мужской пол","1858-01-01T00:00:00Z","1935-01-01T00:00:00Z"
"7658","Q4176517","Ермаченков, Василий Васильевич","мужской пол","1906-04-02T00:00:00Z","1963-06-02T00:00:00Z"
"7659","Q4176442","Ермаков, Борис Александрович","мужской пол","1934-03-01T00:00:00Z","1992-02-25T00:00:00Z"
"7660","Q4176439","Андрей Андреевич Ермаков","мужской пол","1987-05-27T00:00:00Z",""
"7661","Q4176250","Павел Владимирович Еремеев","мужской пол","1830-03-09T00:00:00Z","1899-01-06T00:00:00Z"
"7662","Q4176245","Еремеев, Константин Степанович","мужской пол","1874-06-06T00:00:00Z","1931-01-28T00:00:00Z"
"7663","Q4176059","Епифанов, Геннадий Дмитриевич","мужской пол","1900-08-04T00:00:00Z","1985-09-04T00:00:00Z"
"7664","Q4175732","Епанчин, Николай Алексеевич","мужской пол","1857-01-29T00:00:00Z","1941-02-12T00:00:00Z"
"7665","Q4175727","Епанчин, Николай Петрович","мужской пол","1787-12-06T00:00:00Z","1872-11-26T00:00:00Z"
"7666","Q4175725","Епанчин, Иван Петрович","мужской пол","1788-01-01T00:00:00Z","1875-08-05T00:00:00Z"
"7667","Q4175724","Алексей Павлович Епанчин","мужской пол","1823-01-01T00:00:00Z","1913-06-28T00:00:00Z"
"7668","Q4175696","Ентальцев, Андрей Васильевич","мужской пол","1788-01-01T00:00:00Z","1845-02-08T00:00:00Z"
"7669","Q4175692","Ентальцева, Марина Валентиновна","женский пол","1961-01-10T00:00:00Z",""
"7670","Q4175630","Диля Дэрдовна Еникеева","женский пол","1951-01-28T00:00:00Z",""
"7671","Q4175594","Ендогуров, Сергей Иванович","мужской пол","1864-10-11T00:00:00Z","1894-12-04T00:00:00Z"
"7672","Q4175592","Ендогуров, Иван Иванович","мужской пол","1861-10-23T00:00:00Z","1898-05-17T00:00:00Z"
"7673","Q4175410","Емельянов, Николай Александрович","мужской пол","1872-01-01T00:00:00Z","1958-08-13T00:00:00Z"
"7674","Q4175398","Емельянов, Владимир Владимирович","мужской пол","1969-04-30T00:00:00Z",""
"7675","Q4175315","Ельяшевич, Александр Борисович","мужской пол","1888-01-27T00:00:00Z","1967-11-22T00:00:00Z"
"7676","Q4175314","Ельяшевич, Авраам (Борис) Акимович","мужской пол","1849-01-05T00:00:00Z","1934-01-01T00:00:00Z"
"7677","Q4175246","Ельцин, Сергей Витальевич","мужской пол","1897-04-22T00:00:00Z","1970-02-26T00:00:00Z"
"7678","Q4175123","Елпидифор (Бенедиктов)","мужской пол","1800-01-01T00:00:00Z","1860-05-31T00:00:00Z"
"7679","Q4175028","Елманов, Андрей Власьевич","мужской пол","1716-01-01T00:00:00Z","1778-06-23T00:00:00Z"
"7680","Q4174985","Елисей (Ганаба)","мужской пол","1962-08-01T00:00:00Z",""
"7681","Q4174948","Никита Львович Елисеев","мужской пол","1959-08-06T00:00:00Z",""
"7682","Q4174946","Елисеев, Михаил Анатольевич","мужской пол","1970-02-24T00:00:00Z",""
"7683","Q4174944","Елисеев, Илья Владимирович","мужской пол","1965-12-19T00:00:00Z",""
"7684","Q4174941","Елисеев, Григорий Григорьевич","мужской пол","1864-08-21T00:00:00Z","1949-01-01T00:00:00Z"
"7685","Q4174935","Елисеев, Василий Михайлович","мужской пол","1915-03-22T00:00:00Z","1977-08-26T00:00:00Z"
"7686","Q4174932","Алексей Борисович Елисеев","мужской пол","1887-03-17T00:00:00Z","1942-12-22T00:00:00Z"
"7687","Q4174901","Елин, Александр Михайлович","мужской пол","1958-08-22T00:00:00Z",""
"7688","Q4174883","Анна Ильинична Елизарова-Ульянова","женский пол","1864-08-26T00:00:00Z","1935-10-19T00:00:00Z"
"7689","Q4174877","Елизаров, Николай Михайлович (конструктор)","мужской пол","1895-01-01T00:00:00Z","1955-01-01T00:00:00Z"
"7690","Q4174867","Елизаров, Анатолий Александрович","мужской пол","1943-02-16T00:00:00Z",""
"7691","Q4174685","Фёдор Павлович Еленев","мужской пол","1827-04-29T00:00:00Z","1902-02-23T00:00:00Z"
"7692","Q4174655","Елевферий (Воронцов)","мужской пол","1892-10-30T00:00:00Z","1959-03-27T00:00:00Z"
"7693","Q4174520","Сергей Иванович Елагин","мужской пол","1824-10-20T00:00:00Z","1868-11-30T00:00:00Z"
"7694","Q4174288","Екатерина Петровна Ольденбургская","женский пол","1846-01-21T00:00:00Z","1866-06-11T00:00:00Z"
"7695","Q4174279","Екатерина Антоновна","женский пол","1741-07-15T00:00:00Z","1807-04-10T00:00:00Z"
"7696","Q4174193","Езерская, Агния Семёновна","женский пол","1898-01-01T00:00:00Z","1970-09-12T00:00:00Z"
"7697","Q4174139","Екатерина Ивановна Ежова","женский пол","1787-01-01T00:00:00Z","1837-01-01T00:00:00Z"
"7698","Q4174137","Елена Ивановна Ежова","женский пол","1793-01-01T00:00:00Z","1853-01-01T00:00:00Z"
"7699","Q4173893","Егунов, Андрей Николаевич","мужской пол","1895-09-26T00:00:00Z","1968-10-03T00:00:00Z"
"7700","Q4173851","Егорьев, Всеволод Евгеньевич","мужской пол","1883-10-23T00:00:00Z","1967-02-17T00:00:00Z"
"7701","Q4173797","Егорова, Людмила Ивановна","женский пол","1939-06-23T00:00:00Z",""
"7702","Q4173764","Егоров, Николай Григорьевич","мужской пол","1849-09-19T00:00:00Z","1919-07-22T00:00:00Z"
"7703","Q4173746","Егоров, Дмитрий Владимирович","мужской пол","1980-06-09T00:00:00Z",""
"7704","Q4173731","Егоров, Владимир Васильевич","мужской пол","1923-12-31T00:00:00Z","1981-04-08T00:00:00Z"
"7705","Q4173709","Алексей Егорович Егоров","мужской пол","1776-01-01T00:00:00Z","1851-09-22T00:00:00Z"
"7706","Q4173621","Египко, Николай Павлович","мужской пол","1903-11-09T00:00:00Z","1985-07-06T00:00:00Z"
"7707","Q4173504","Евтюхова, Лидия Алексеевна","женский пол","1903-08-31T00:00:00Z","1974-07-31T00:00:00Z"
"7708","Q4173490","Евтухов, Виктор Леонидович","мужской пол","1968-03-02T00:00:00Z",""
"7709","Q4173474","Евтеева, Ирина Всеволодовна","женский пол","1956-03-14T00:00:00Z",""
"7710","Q4173413","Дмитрий Дмитриевич Евстафьев","мужской пол","1947-01-29T00:00:00Z",""
"7711","Q4173411","Александр Андреевич Евстафьев","мужской пол","1985-01-15T00:00:00Z",""
"7712","Q4173120","Анна Михайловна Евреинова","женский пол","1844-01-01T00:00:00Z","1919-01-01T00:00:00Z"
"7713","Q4173115","Евреинов, Михаил Григорьевич","мужской пол","1805-08-10T00:00:00Z","1871-10-23T00:00:00Z"
"7714","Q4173107","Евреинов, Александр Николаевич","мужской пол","1877-03-08T00:00:00Z","1959-08-20T00:00:00Z"
"7715","Q4172990","Евлахов, Орест Александрович","мужской пол","1912-01-17T00:00:00Z","1973-12-15T00:00:00Z"
"7716","Q4172880","Евграф (Музалевский-Платонов)","мужской пол","1769-01-01T00:00:00Z","1809-11-23T00:00:00Z"
"7717","Q4172869","Евгенов, Николай Иванович","мужской пол","1888-08-15T00:00:00Z","1964-05-13T00:00:00Z"
"7718","Q4172691","Алексей Кириллович Жуковский","мужской пол","1810-10-04T00:00:00Z","1865-01-01T00:00:00Z"
"7719","Q4172612","Лидия Ивановна Дёмкина","женский пол","1900-02-07T00:00:00Z","1994-03-29T00:00:00Z"
"7720","Q4172468","Дякин, Валентин Семёнович","мужской пол","1930-07-24T00:00:00Z","1994-01-10T00:00:00Z"
"7721","Q4172423","Алексей Васильевич Дядин","мужской пол","1789-01-01T00:00:00Z","1864-03-11T00:00:00Z"
"7722","Q4172404","Дягилев, Сергей Александрович","мужской пол","1967-08-05T00:00:00Z",""
"7723","Q4172403","Дягилев, Павел Павлович","мужской пол","1848-05-30T00:00:00Z","1914-07-20T00:00:00Z"
"7724","Q4172387","Дюшен, Борис Вячеславович","мужской пол","1886-01-01T00:00:00Z","1949-01-01T00:00:00Z"
"7725","Q4172368","Юлий Осипович Дютель","мужской пол","1824-01-01T00:00:00Z","1908-01-01T00:00:00Z"
"7726","Q4172322","Дюрова, Любовь Осиповна","женский пол","1805-01-01T00:00:00Z","1828-01-01T00:00:00Z"
"7727","Q4172294","Николай Осипович Дюр","мужской пол","1807-12-17T00:00:00Z","1839-05-28T00:00:00Z"
"7728","Q4172168","Дюгамель, Осип Осипович","мужской пол","1758-08-02T00:00:00Z","1840-12-20T00:00:00Z"
"7729","Q4172158","Николай Львович Дювернуа","мужской пол","1836-11-08T00:00:00Z","1906-05-01T00:00:00Z"
"7730","Q4171936","Леонид Дьячков","мужской пол","1939-05-07T00:00:00Z","1995-10-25T00:00:00Z"
"7731","Q4171906","Дьяченко, Александр Станиславович","мужской пол","1965-06-12T00:00:00Z",""
"7732","Q4171871","Дьяконов, Павел Маркович","мужской пол","1973-03-16T00:00:00Z",""
"7733","Q4171867","Дьяконов, Михаил Алексеевич","мужской пол","1885-01-01T00:00:00Z","1938-01-01T00:00:00Z"
"7734","Q4171866","Михаил Александрович Дьяконов","мужской пол","1856-01-24T00:00:00Z","1919-08-10T00:00:00Z"
"7735","Q4171681","Дыренкова, Надежда Петровна","женский пол","1899-05-31T00:00:00Z","1941-10-28T00:00:00Z"
"7736","Q4171593","Дымарский, Михаил Яковлевич","мужской пол","1957-06-18T00:00:00Z",""
"7737","Q4171563","Дылис, Николай Владиславович","мужской пол","1912-01-06T00:00:00Z","1985-07-26T00:00:00Z"
"7738","Q4171536","Дыдыкин, Николай Васильевич","мужской пол","1894-12-29T00:00:00Z","1975-03-18T00:00:00Z"
"7739","Q4171534","Дыдоров, Климент Иванович","мужской пол","1885-01-23T00:00:00Z","1938-03-10T00:00:00Z"
"7740","Q4171415","Душенов, Константин Юрьевич","мужской пол","1960-02-02T00:00:00Z",""
"7741","Q4171348","Духовской, Антон Владимирович","мужской пол","1967-02-21T00:00:00Z",""
"7742","Q4171343","Духовский, Сергей Михайлович","мужской пол","1838-10-07T00:00:00Z","1901-03-01T00:00:00Z"
"7743","Q4171258","Духанов, Михаил Павлович","мужской пол","1896-07-02T00:00:00Z","1969-09-02T00:00:00Z"
"7744","Q4171179","Дусер","мужской пол","1965-02-24T00:00:00Z",""
"7745","Q4171114","Юрий Владимирович Дуров","мужской пол","1910-01-12T00:00:00Z","1971-02-22T00:00:00Z"
"7746","Q4171104","Валерий Семёнович Дуров","мужской пол","1945-07-13T00:00:00Z",""
"7747","Q4171088","Пётр Павлович Дурново","мужской пол","1835-12-06T00:00:00Z","1918-12-21T00:00:00Z"
"7748","Q4171083","Николай Дмитриевич Дурново","мужской пол","1725-01-01T00:00:00Z","1816-01-01T00:00:00Z"
"7749","Q4171079","Иван Николаевич Дурново","мужской пол","1782-02-11T00:00:00Z","1850-07-13T00:00:00Z"
"7750","Q4171076","Дмитрий Николаевич Дурново","мужской пол","1769-02-25T00:00:00Z","1834-12-23T00:00:00Z"
"7751","Q4170965","Дурасов, Пётр Фёдорович","мужской пол","1835-10-28T00:00:00Z","1894-12-07T00:00:00Z"
"7752","Q4170958","Дурасов, Александр Алексеевич","мужской пол","1779-01-01T00:00:00Z","1848-09-06T00:00:00Z"
"7753","Q4170769","Александр Филиппович Постельс","мужской пол","1801-09-05T00:00:00Z","1871-07-08T00:00:00Z"
"7754","Q4170708","Дунаевский, Константин","мужской пол","1987-03-16T00:00:00Z",""
"7755","Q4170506","Дулькевич, Нина Викторовна","женский пол","1891-01-01T00:00:00Z","1934-01-01T00:00:00Z"
"7756","Q4170505","Дулькевич, Алексей Васильевич","мужской пол","1953-03-26T00:00:00Z",""
"7757","Q4170436","Дулебов, Егор Олимпиевич","мужской пол","1883-01-01T00:00:00Z","1908-01-01T00:00:00Z"
"7758","Q4170275","Дудников, Дмитрий Михайлович","мужской пол","1895-01-01T00:00:00Z","1964-01-01T00:00:00Z"
"7759","Q4170250","Дудко, Михаил Андреевич","мужской пол","1902-12-18T00:00:00Z","1981-09-11T00:00:00Z"
"7760","Q4170241","Дудко, Аполлинарий Иванович","мужской пол","1909-07-25T00:00:00Z","1971-01-02T00:00:00Z"
"7761","Q4170168","Дудина, Ирина Викторовна","женский пол","1960-06-03T00:00:00Z",""
"7762","Q4170162","Михаил Александрович Дудин","мужской пол","1916-11-20T00:00:00Z","1993-12-31T00:00:00Z"
"7763","Q4170131","Дударов, Темир-Булатович-Казбекович","мужской пол","1844-01-01T00:00:00Z","1912-12-19T00:00:00Z"
"7764","Q4169976","Дуван, Яков Вениаминович","мужской пол","1842-04-19T00:00:00Z","1901-01-01T00:00:00Z"
"7765","Q4169959","Дубянский, Яков Фёдорович","мужской пол","1745-01-01T00:00:00Z","1807-06-22T00:00:00Z"
"7766","Q4169958","Дубянский, Фёдор Яковлевич","мужской пол","t1546529389","1770-01-01T00:00:00Z"
"7767","Q4169957","Дубянский, Захар Фёдорович","мужской пол","1743-02-05T00:00:00Z","1765-08-10T00:00:00Z"
"7768","Q4169945","Дубяго, Татьяна Борисовна","женский пол","1899-01-01T00:00:00Z","1959-01-01T00:00:00Z"
"7769","Q4169661","Дубровин, Николай Фёдорович","мужской пол","1837-12-08T00:00:00Z","1904-06-25T00:00:00Z"
"7770","Q4169656","Дубровин, Владимир Дмитриевич","мужской пол","1855-07-14T00:00:00Z","1879-04-20T00:00:00Z"
"7771","Q4169596","Дубравин, Яков Исаакович","мужской пол","1939-07-07T00:00:00Z",""
"7772","Q4169505","Дубовской, Валентин Евгеньевич","мужской пол","1877-01-01T00:00:00Z","1931-01-01T00:00:00Z"
"7773","Q4169160","Николай Петрович Дубинин","мужской пол","1907-01-04T00:00:00Z","1998-03-26T00:00:00Z"
"7774","Q4169078","Николай Леонтьевич Дубельт","мужской пол","1819-10-29T00:00:00Z","1874-06-14T00:00:00Z"
"7775","Q4169077","Михаил Леонтьевич Дубельт","мужской пол","1822-02-08T00:00:00Z","1900-04-06T00:00:00Z"
"7776","Q4169076","Леонтий Васильевич Дубельт","мужской пол","1792-01-01T00:00:00Z","1862-05-09T00:00:00Z"
"7777","Q4169073","Дубелир, Григорий Дмитриевич","мужской пол","1874-09-01T00:00:00Z","1942-09-10T00:00:00Z"
"7778","Q4168989","Дрягин, Кузьма Амфилохович","мужской пол","1897-10-13T00:00:00Z","1974-01-01T00:00:00Z"
"7779","Q4168956","Друцкой-Соколинский, Владимир Андреевич","мужской пол","1880-07-05T00:00:00Z","1943-04-15T00:00:00Z"
"7780","Q4168942","Друх, Игорь Эдуардович","мужской пол","1966-01-09T00:00:00Z",""
"7781","Q4168939","Друскин, Яков Семёнович","мужской пол","1902-07-15T00:00:00Z","1980-01-24T00:00:00Z"
"7782","Q4168938","Друскин, Лев Савельевич","мужской пол","1921-02-08T00:00:00Z","1990-11-26T00:00:00Z"
"7783","Q4168923","Друкарёв, Григорий Филиппович","мужской пол","1919-04-15T00:00:00Z","1986-10-07T00:00:00Z"
"7784","Q4168912","Друзь, Марина Александровна","женский пол","1982-12-21T00:00:00Z",""
"7785","Q4168910","Инна Друзь","женский пол","1979-06-24T00:00:00Z",""
"7786","Q4168907","Друзин, Валерий Павлович","мужской пол","1903-11-08T00:00:00Z","1980-12-28T00:00:00Z"
"7787","Q4168811","Егор Владиславович Дружинин","мужской пол","1972-03-12T00:00:00Z",""
"7788","Q4168810","Владислав Юрьевич Дружинин","мужской пол","1948-06-21T00:00:00Z",""
"7789","Q4168758","Дружбинский, Валерий Иванович","мужской пол","1939-09-03T00:00:00Z",""
"7790","Q4168493","Валентина Владимировна Дроздовская","женский пол","1939-03-17T00:00:00Z","1998-01-01T00:00:00Z"
"7791","Q4168437","Дроздов, Иван Георгиевич","мужской пол","1880-08-22T00:00:00Z","1939-11-26T00:00:00Z"
"7792","Q4168404","Дрозд, Валентин Петрович","мужской пол","1906-09-16T00:00:00Z","1943-01-29T00:00:00Z"
"7793","Q4168308","Нина Ивановна Дробышева","женский пол","1939-07-21T00:00:00Z",""
"7794","Q4168295","Дробыш, Виктор Яковлевич","мужской пол","1966-06-27T00:00:00Z",""
"7795","Q4168200","Дриль, Дмитрий Андреевич","мужской пол","1846-03-14T00:00:00Z","1910-11-01T00:00:00Z"
"7796","Q4168188","Дризовский, Семён Борисович","мужской пол","1920-08-26T00:00:00Z","1991-09-22T00:00:00Z"
"7797","Q4168185","Дризен, Александр Фёдорович","мужской пол","1824-09-09T00:00:00Z","1892-11-21T00:00:00Z"
"7798","Q4168166","Елена Валентиновна Дриацкая","женский пол","1951-07-08T00:00:00Z",""
"7799","Q4168108","Дрентельн, Александр Александрович","мужской пол","1868-01-31T00:00:00Z","1925-05-14T00:00:00Z"
"7800","Q4168079","Дремлюг, Юзеф","мужской пол","1974-08-26T00:00:00Z",""
"7801","Q4168077","Дремлюг, Валентин Валентинович","мужской пол","1918-08-12T00:00:00Z",""
"7802","Q4168028","Дрейден, Симон Давидович","мужской пол","1905-12-19T00:00:00Z","1991-12-04T00:00:00Z"
"7803","Q4168027","Дрейден, Николай Сергеевич","мужской пол","1980-12-17T00:00:00Z",""
"7804","Q4168016","Дрезен, Арвид Карлович","мужской пол","1900-01-01T00:00:00Z","1938-01-27T00:00:00Z"
